hugo	rank	sampleSize	pvalue	padjust
GALNT13	494	24	0.0107455165496971	0.236849189097037
DOK5	495	24	0.0107510636041296	0.236849189097037
NKX2.1	496	24	0.0107854368938478	0.237127397837521
MXRA8	497	24	0.0109137802499526	0.239466345323406
ANPEP	498	24	0.0110073505892275	0.241034454167723
MLNR	499	24	0.0111043529724993	0.242671280891993
PAQR6	500	19	0.011172782710543	0.243678390916943
TRIM4	501	24	0.0113208026673379	0.246413878417805
JAM3	502	24	0.0114483047299413	0.24845678134457
VWC2	503	24	0.0114602256777917	0.24845678134457
IL17RC	504	24	0.0117289950173913	0.253779148144151
KCNA3	505	24	0.0117691836494304	0.254144450885225
VPS28	506	24	0.0118846569911056	0.256130799383412
VSIG2	507	24	0.011996826718027	0.258038255148096
BANK1	508	24	0.0120316077109001	0.25806466216505
SST	509	23	0.0120453840478689	0.25806466216505
NID2	510	24	0.0120807966672203	0.258315858149092
RGS17	511	24	0.0121144014011924	0.258527489784741
LHFPL3	512	24	0.0121506966408359	0.25879559935218
CHAD	513	24	0.012324620716768	0.261906859509842
F2RL3	514	24	0.0123448075000513	0.261906859509842
TNFAIP2	515	24	0.0126605695854489	0.267609476818243
NRAS	516	24	0.0126626767572869	0.267609476818243
MPDU1	517	24	0.0129645570885858	0.273236612238456
ZFHX4	518	24	0.0129790522823953	0.273236612238456
RCSD1	519	24	0.0131379105063597	0.276002239257915
ICAM4	520	24	0.013168322461489	0.276002239257915
EVX1	521	24	0.0131863518251603	0.276002239257915
BDNF	522	24	0.0132242291358145	0.276090431191206
LPL	523	24	0.0132412008723522	0.276090431191206
EPHX3	524	24	0.0134925906302789	0.280795230578609
FSCN2	525	24	0.0136177653235528	0.282860439720653
PLD5	526	24	0.0138432961411454	0.286998373420515
TAS1R3	527	24	0.0139920089366161	0.289017786209683
INA	528	24	0.0139937084932336	0.289017786209683
DSCAM	529	24	0.0141724500367705	0.292156082516035
FOXA2	530	24	0.0143405166137862	0.295062893723279
EML2	531	24	0.0145913426801869	0.299658365211748
SPATS1	532	24	0.0146285603073556	0.299687597562065
PTPRO	533	19	0.0146643034230159	0.299687597562065
RAB37	534	24	0.0146752111048274	0.299687597562065
C1QTNF4	535	24	0.0147518597592742	0.300320578069004
TNFRSF10C	536	24	0.0147612865515806	0.300320578069004
SYT10	537	24	0.0149042308335598	0.30266412893849
ACTC1	538	24	0.0150503125214485	0.305062561424527
LDHAL6A	539	24	0.0151198592550804	0.305903645967813
ACTL9	540	24	0.0154541243844646	0.312087456319605
PREX2	541	24	0.0155248105768308	0.312935414677153
RHBDL1	542	24	0.0156624680105346	0.315127700470258
LRRC3B	543	24	0.0158062495354576	0.317099134401801
TMEM161A	544	24	0.0158186088138083	0.317099134401801
EDN3	545	24	0.0158660441261156	0.317466442560167
DZIP1	546	24	0.0161054830314912	0.321667202304783
GRM2	547	24	0.0162605447129597	0.324170457211748
SNRNP27	548	24	0.016309597404454	0.324555035940823
PPP1R1B	549	24	0.0163499418887879	0.324765239157072
CAMKV	550	24	0.0164960590630311	0.327071861967917
SLC24A2	551	24	0.0168370548137197	0.333138245219858
FAM150A	552	24	0.0168906479736612	0.333138245219858
FAM162B	553	24	0.0168936680061056	0.333138245219858
CA10	554	24	0.0169839698212807	0.334222969654257
BEND4	555	24	0.0170099723207806	0.334222969654257
BVES	556	24	0.0171752460725064	0.336863414425688
KCNV1	557	24	0.0172844902123336	0.338397425072706
AQP6	558	10	0.0173615518385818	0.339267356390926
SCTR	559	24	0.0174137152878192	0.339267356390926
AKAP12	560	24	0.0174222576413497	0.339267356390926
HPDL	561	24	0.0175096391628033	0.339931789703767
C1QL3	562	24	0.017518722220405	0.339931789703767
FSTL1	563	24	0.0180117660550672	0.348877990817954
C8orf47	564	24	0.018133875033078	0.350620402900204
SPOCK3	565	24	0.0183879359063242	0.35429092130604
STK33	566	24	0.0183886897257422	0.35429092130604
IRAK3	567	24	0.018673934461402	0.35837991677563
COL16A1	568	19	0.0186875449913736	0.35837991677563
SLC35F4	569	24	0.0186995114759591	0.35837991677563
FLI1	570	24	0.0188065363025906	0.359551729124695
HOXA11	571	24	0.0188265967290418	0.359551729124695
ESRRG	572	24	0.0189234207126403	0.360769060963885
SFRP1	573	24	0.0190282091860827	0.36165981407921
PCDHB5	574	23	0.0190364725613449	0.36165981407921
FCHSD1	575	24	0.0190913131536202	0.362070904243876
ASTN1	576	24	0.0193669466549002	0.366660682763345
SLC6A3	577	24	0.0194304049065574	0.367224550270378
PTGFR	578	24	0.0194875356756591	0.367667087444744
FGF20	579	24	0.0195697864745284	0.368228923649176
ADHFE1	580	24	0.0196059197114855	0.368228923649176
SLC25A2	581	24	0.0196186157395847	0.368228923649176
KIRREL	582	24	0.019694432548471	0.369016816049959
RAX2	583	24	0.0199089471865637	0.37239634488761
POU3F3	584	24	0.0202856143603295	0.378792165409919
C3orf55	585	24	0.0203542608584758	0.379424298566971
COL6A5	586	24	0.0204422221859906	0.380413708085713
OLIG3	587	24	0.0204833117951656	0.380528986586509
RAB36	588	24	0.0205546067613686	0.381204059069259
NOS1	589	24	0.0205941821318788	0.381289569012119
PDE3A	590	24	0.0206806922641872	0.381699819321002
TPPP3	591	24	0.0206863450911245	0.381699819321002
CRMP1	592	24	0.0208554545541556	0.384170155258558
GDF6	593	24	0.021078760847	0.387583935561375
ISL1	594	24	0.0211118622396567	0.387583935561375
PLD6	595	24	0.0212318733158223	0.388762088171149
DHX58	596	24	0.021276123586554	0.388762088171149
NEFM	597	24	0.0213220724963154	0.388762088171149
PCDHA1	598	24	0.0213488303476834	0.388762088171149
FXYD1	599	23	0.0213554478797307	0.388762088171149
HSPB7	600	24	0.0213899360754415	0.388762088171149
WDR88	601	23	0.0216652488303082	0.393110712969236
PHOX2A	602	24	0.0217066917473965	0.393208427749766
PKD2L2	603	24	0.0220320378751755	0.397854626123423
HOXD3	604	24	0.022036148021875	0.397854626123423
CHST2	605	24	0.022132546538263	0.398934578511998
SYT14	606	24	0.0223730131152259	0.402603478583397
SLFN11	607	20	0.0224345704052307	0.403046112469589
THBS4	608	24	0.0227628303023038	0.408270829681946
KCNH8	609	24	0.0229620771176457	0.411168228190355
RPL13A	610	23	0.0230011195088209	0.41119214466179
HECW1	611	24	0.0232076003372391	0.414204388997696
AMZ1	612	24	0.0233185142050248	0.415503917329732
GPR146	613	24	0.0234132242373461	0.416510946669265
NFASC	614	24	0.0235585112672041	0.418412972913455
CCDC63	615	24	0.0236023601935391	0.418510142943974
SSH3	616	24	0.0236454751659497	0.418594004358249
CALCR	617	24	0.0242177961424899	0.428030902648058
SNAP25	618	24	0.0245267010190055	0.432789117495558
NRN1	619	24	0.0246748826358097	0.434700476806955
VAV1	620	24	0.0249253948621429	0.437919998167545
JPH4	621	24	0.0249379476260473	0.437919998167545
DPH1	622	16	0.0250755688047157	0.439628742468529
TMEM176B	623	24	0.0251953645344307	0.441019984346656
PPARG	624	24	0.0252890194821598	0.441949931815629
CNN1	625	24	0.0254490077174896	0.444034286654758
SHOX2	626	24	0.0256438314796932	0.446718821543217
ALPK3	627	24	0.0259545640212482	0.451194955717641
ZSCAN1	628	24	0.0260478009832214	0.451194955717641
PRR25	629	24	0.0260624720567853	0.451194955717641
HS3ST3A1	630	24	0.0260662835490247	0.451194955717641
OTX2	631	24	0.0262242046999429	0.453209116090138
EOMES	632	24	0.0263853617613897	0.455272737354359
SLC4A8	633	24	0.0264912063243176	0.456006646134648
PBX4	634	13	0.0265115280742198	0.456006646134648
CRHBP	635	24	0.0266085390647139	0.456954517323945
SGCE	636	24	0.0268654947506138	0.460641855747553
RND3	637	24	0.0269725187873481	0.461143128672746
NKX2.4	638	24	0.0269793045477498	0.461143128672746
ACP1	639	13	0.0270862047232577	0.462102588257075
XKR4	640	24	0.02718224162547	0.462102588257075
CD70	641	24	0.0272508911666415	0.462102588257075
GRM7	642	24	0.0272815083304843	0.462102588257075
GATA2	643	24	0.0273114430743663	0.462102588257075
PTPRN2	644	24	0.0273188732575404	0.462102588257075
CA7	645	24	0.0273320650550952	0.462102588257075
PEG10	646	24	0.0274132526705166	0.462757771473659
TSPYL5	647	24	0.0276928490452151	0.466755052299955
ZNF502	648	24	0.0277470552423469	0.466946971323754
PCDHB9	649	24	0.0278445744897094	0.467128486095285
LRRTM1	650	24	0.0278561395621454	0.467128486095285
CD72	651	24	0.027886349788907	0.467128486095285
SLC9A3	652	24	0.02794429224557	0.467381145610339
NEUROG3	653	24	0.0282473959133447	0.471727185964814
MT1H	654	24	0.0283237537821039	0.472279105495173
ZIC5	655	24	0.0283771965253753	0.472447829174378
ZFP37	656	24	0.0284958118502353	0.473699433272585
C1QTNF9	657	24	0.028678285213695	0.475958431697499
CPT1C	658	24	0.0288084913607421	0.475958431697499
RNF212	659	24	0.0288144351688061	0.475958431697499
ACSS3	660	20	0.0288246445397145	0.475958431697499
UNC5D	661	24	0.0288499333656164	0.475958431697499
HORMAD2	662	22	0.0289336528969859	0.476618557162585
NR2E1	663	24	0.0289897606496626	0.476822533762551
CETN1	664	24	0.0290670857816581	0.477042560812103
TBCB	665	24	0.0291313267543087	0.477042560812103
PAK7	666	24	0.0291419365389208	0.477042560812103
GNAL	667	24	0.0291781190336243	0.477042560812103
FBXO41	668	24	0.0292550234073656	0.477583877630722
FIGLA	669	24	0.0293663396450459	0.478684504976421
LMX1A	670	24	0.0295082832512346	0.480176866061587
BCL2L2	671	24	0.0295459584710981	0.480176866061587
SH3BP1	672	24	0.0296679447516222	0.481441871304227
SLC27A6	673	24	0.0298660642676634	0.483936747160282
GJD2	674	24	0.0299626527423634	0.484781495779633
CYP27A1	675	24	0.0300206757600847	0.485000695057369
TBX20	676	24	0.0301293202961457	0.48603585477732
NES	677	24	0.0302828085006273	0.487790290545556
ZZZ3	678	21	0.030365646092245	0.48826832499905
EPPK1	679	15	0.0304020350916419	0.48826832499905
NEFH	680	24	0.0304513586033184	0.488341272895863
SCAMP5	681	13	0.0306920544309169	0.491478492759396
GSTP1	682	24	0.0307540646218421	0.491749376394704
TMEM176A	683	24	0.0310546532125976	0.495828687091328
NEXN	684	24	0.0312002563357881	0.496573300309989
RALYL	685	24	0.0312068056669263	0.496573300309989
POLR2I	686	24	0.0312378985797939	0.496573300309989
KIF19	687	24	0.0313430224362403	0.497519155265212
CLIC3	688	23	0.0314332763673176	0.498226568002323
PLEKHG4B	689	24	0.0315066177045782	0.498664246833708
TRHDE	690	24	0.0315563664790476	0.49872779196234
SH3YL1	691	13	0.0317182303385256	0.500560494705676
SFRP5	692	24	0.0318142544620489	0.501350353914225
RCCD1	693	24	0.0319425983132167	0.502646514582436
ITGA11	694	24	0.0320653889912223	0.503851681483112
IRF2BP1	695	24	0.0323609012719886	0.507763494059044
GPIHBP1	696	24	0.0325701047147261	0.510311769991506
NRG1	697	24	0.0329443385854197	0.514181022745975
TMEM130	698	24	0.0329543441574586	0.514181022745975
HRH2	699	24	0.0329585084731258	0.514181022745975
TWIST1	700	24	0.0331299070723495	0.515945142415069
TAGLN3	701	20	0.0331958973416816	0.515945142415069
NMNAT2	702	24	0.0332135249862796	0.515945142415069
TTC27	703	24	0.0333769800772696	0.517746753545697
GRASP	704	24	0.0334802998969797	0.518611747693983
OLFM1	705	24	0.0339104638936247	0.524529941503514
PDGFD	706	24	0.0339648455824122	0.524626970362897
CHGB	707	24	0.0341436668732676	0.526643121998561
GGN	708	24	0.0342614621993816	0.52752036038101
FOXD3	709	24	0.0343157840519982	0.52752036038101
CNRIP1	710	24	0.0343456630784518	0.52752036038101
TMEM55A	711	24	0.0344940377535417	0.52872399887348
DUS3L	712	23	0.0345209983675303	0.52872399887348
TLX3	713	24	0.034731965898782	0.530334238139554
CYP7B1	714	24	0.0349144888741905	0.530334238139554
TMEM132D	715	24	0.0349224738656011	0.530334238139554
HOXD4	716	24	0.0349467255482154	0.530334238139554
C9orf172	717	24	0.0349789323078317	0.530334238139554
PCDHA4	718	21	0.0350277810000439	0.530334238139554
SPOCK1	719	24	0.0350497216084394	0.530334238139554
KLHDC8B	720	24	0.0350552633348055	0.530334238139554
COL2A1	721	24	0.0350926311333966	0.530334238139554
LECT1	722	24	0.0351124548314312	0.530334238139554
PCDH17	723	24	0.0352250340568864	0.530857449882829
SOX17	724	24	0.0352548320868584	0.530857449882829
PHPT1	725	24	0.0352931362829024	0.530857449882829
GABRB1	726	24	0.0359969045662802	0.540697306191854
ASPG	727	24	0.0361109970998096	0.5408744754309
HOXC6	728	24	0.0361365645218732	0.5408744754309
LRRC34	729	24	0.0361574958816255	0.5408744754309
CXCL1	730	24	0.0363359217683291	0.542798940936478
RNLS	731	24	0.0368935983238442	0.550375772532861
HOXA1	732	24	0.0370488899885491	0.551937357001541
GLIS3	733	24	0.0375378916336603	0.558459356432558
DMRT1	734	24	0.0376495600664914	0.559357564748077
PKDREJ	735	24	0.0377591108471403	0.560221909915735
SPON1	736	24	0.0378132577251865	0.560263010180922
IRX1	737	24	0.0378927317704759	0.560678751637774
KCTD8	738	24	0.0382267428549107	0.564854513323578
GRM6	739	24	0.0383688372946668	0.564904801237887
MXRA7	740	24	0.0383746797090049	0.564904801237887
KCNC2	741	24	0.0383855532065359	0.564904801237887
ACTL6B	742	24	0.0384399481994637	0.564942904467859
KCNA6	743	24	0.0387531311755787	0.568779132529859
SPDYA	744	24	0.0388876818274942	0.569986788076377
SLC6A2	745	24	0.0390607798554888	0.571100459122391
SPOCK2	746	24	0.0391209687863802	0.571100459122391
CNFN	747	22	0.0391503090173528	0.571100459122391
ADCYAP1	748	24	0.0391949235577823	0.571100459122391
NDUFB3	749	24	0.0392255152574664	0.571100459122391
CDH13	750	24	0.03929051887315	0.571284144415601
PAX1	751	24	0.0396143612903745	0.574231688072614
GPR176	752	24	0.0396401827346832	0.574231688072614
ASCL1	753	24	0.0396512114735148	0.574231688072614
HOXC12	754	24	0.0398727815988886	0.575612291059278
ZNF483	755	21	0.0399136113234544	0.575612291059278
NETO1	756	24	0.0399291788128297	0.575612291059278
NOL3	757	24	0.039957680360557	0.575612291059278
NTRK2	758	24	0.0401339979120049	0.577389508219543
ADRB3	759	24	0.0402901332649156	0.578435772426094
SLC22A16	760	24	0.040312809449228	0.578435772426094
TBX18	761	24	0.040423108270014	0.578802723848668
PLA2G7	762	24	0.0405621540848268	0.578802723848668
SPEG	763	24	0.0405823873833734	0.578802723848668
TRIP6	764	24	0.040639932148935	0.578802723848668
OLIG2	765	24	0.0406556779877105	0.578802723848668
PCDHB6	766	24	0.0406645685255222	0.578802723848668
ZNF671	767	24	0.0407418624538615	0.578802723848668
ST8SIA2	768	24	0.0407629978831524	0.578802723848668
CLUAP1	769	24	0.040853259880537	0.579063987484003
TFAP2E	770	24	0.0408875992996499	0.579063987484003
GAS7	771	24	0.0410167698581503	0.579918471179057
MYO3A	772	24	0.0410542925034601	0.579918471179057
PTGER4	773	24	0.0412134939535942	0.581078797008807
ULBP1	774	23	0.0412430067753156	0.581078797008807
GPR123	775	24	0.0413780295886963	0.581530369423067
CPXM2	776	24	0.0414303864612942	0.581530369423067
SNTG2	777	24	0.0414350387016711	0.581530369423067
LYPD4	778	24	0.0417661114727003	0.585423451940613
DMRTC2	779	24	0.0420033088630359	0.587899828760508
ARL4D	780	24	0.0420506067339015	0.587899828760508
CNTN2	781	24	0.0421123187782188	0.588008753234924
ROBO4	782	15	0.04222851014026	0.58887711391245
CCDC68	783	24	0.042287922686468	0.588952486457131
KCNIP2	784	24	0.0425533110212766	0.59189267434569
SLC26A4	785	16	0.0428825351863421	0.595712160773326
SHC4	786	24	0.0430813975626974	0.597713282978645
C14orf39	787	24	0.0433606206676937	0.600822831488183
PAX6	788	24	0.0435250204036875	0.601411151578311
ZFPM2	789	24	0.0435345847892565	0.601411151578311
TNFRSF1B	790	24	0.0435685290918721	0.601411151578311
DCAF4L1	791	15	0.0439086654659167	0.60534007194162
C22orf15	792	24	0.0441482645772987	0.607874779312427
T	793	24	0.0442840145269168	0.608975004307728
HOXA6	794	24	0.0444473768518757	0.610451693412726
KIF2C	795	23	0.0446457777304127	0.612405290754906
VAT1L	796	24	0.0447241726138224	0.612636244748208
SNURF	797	24	0.0447749735959947	0.612636244748208
MMP2	798	24	0.0449110996932197	0.613728749567118
ZP3	799	24	0.0454179705259623	0.61970380538495
TACR3	800	23	0.0454619939759706	0.61970380538495
ALKBH3	801	23	0.0456892287185518	0.622023769258186
CACNG3	802	24	0.0458016742180462	0.622315838373263
FAM126B	803	24	0.0458248159755828	0.622315838373263
LHX6	804	24	0.045925259335707	0.622741453928735
ABCA7	805	24	0.0459703686760781	0.622741453928735
PTF1A	806	24	0.0460568553698949	0.623138967504595
DHRS4	807	24	0.0462488878998041	0.624961737976906
VAMP5	808	24	0.0463279246674632	0.625254973389463
CDH4	809	24	0.0464790660766677	0.626519425916021
HIST1H2BJ	810	24	0.0466875639159541	0.627940606462667
PTCHD3	811	24	0.0466996636259719	0.627940606462667
SYCP1	812	22	0.0468110301991788	0.628662911726657
IL12RB2	813	24	0.0468994078268599	0.629075082843674
DFNA5	814	24	0.0470059146613261	0.629729114719608
SGCB	815	24	0.0472074427458679	0.631652960912503
SAMD5	816	24	0.0472661265393935	0.631663124892263
PDIA2	817	24	0.0473906244005185	0.632506254550782
LAMA1	818	24	0.0474889220777084	0.632506254550782
ISL2	819	24	0.0475032207681881	0.632506254550782
RYR3	820	24	0.0476697138392309	0.633451221316331
POU4F1	821	24	0.047690367051876	0.633451221316331
KCNK5	822	24	0.0482492423207519	0.639328850582431
ZIC4	823	23	0.0482501278339606	0.639328850582431
MPO	824	24	0.0486750365072204	0.644176302319464
CXCL5	825	24	0.0487767945876221	0.6441837002779
SLC35E4	826	24	0.0487937401586011	0.6441837002779
TMEM190	827	24	0.0491198295899473	0.64770464531847
GALNT12	828	24	0.0497044082886431	0.653585126294945
NDUFS3	829	21	0.0497205657456762	0.653585126294945
MEGF10	830	24	0.0497727963801556	0.653585126294945
NMUR1	831	24	0.0498055240670426	0.653585126294945
PCDH8	832	24	0.0499569430524144	0.65457588273767
CSMD1	833	24	0.0500087245200299	0.65457588273767
PSTPIP1	834	24	0.0500610991474752	0.65457588273767
APOE	835	22	0.0502037106558214	0.655654448744589
LRFN5	836	24	0.0503308902986467	0.655842396957167
EFCAB4B	837	24	0.050338384800839	0.655842396957167
CRCT1	838	20	0.0505259978238748	0.65696548836393
ZPBP	839	24	0.0505450751707783	0.65696548836393
PLIN5	840	24	0.0508871375377436	0.659864764625403
STAB1	841	24	0.050930330221366	0.659864764625403
SLC35F1	842	24	0.0509496682085823	0.659864764625403
GLB1L3	843	24	0.0518179849611197	0.670314502966797
LHX9	844	24	0.0519969103649908	0.671832117926807
KBTBD4	845	21	0.052419388402779	0.676489266902136
NNAT	846	24	0.0526174763263709	0.67824300158283
PAM	847	24	0.052730052274204	0.678891641145449
ALDH1A2	848	24	0.0528245688165657	0.679306512906426
EXOC3L2	849	24	0.0532299581965734	0.683019578617173
SFRP2	850	24	0.0532385732989085	0.683019578617173
PIF1	851	24	0.0533590943712256	0.683761367941498
FOXE1	852	24	0.0537337965337406	0.687754754930095
COPZ1	853	10	0.0539610103249736	0.689130835107263
SLFN13	854	24	0.0539676967612657	0.689130835107263
RBM44	855	24	0.0541138806479474	0.689723868987562
PCDH9	856	24	0.0541685828478926	0.689723868987562
TCL1A	857	24	0.0542038840644054	0.689723868987562
WFIKKN1	858	24	0.0543937364395177	0.69001031112392
PHYHIP	859	24	0.0544993382509563	0.69001031112392
EGFL7	860	20	0.0545325014169453	0.69001031112392
FAM189B	861	24	0.0545341029361248	0.69001031112392
TMEM200C	862	24	0.05454276828875	0.69001031112392
HS3ST4	863	24	0.0547737368444715	0.692129316673189
RBM46	864	24	0.0551520823490975	0.696103539371422
IFFO1	865	24	0.0556219360284256	0.70122221085547
HCK	866	24	0.0559029871902694	0.703951588117653
PAX7	867	24	0.0563146309872276	0.708317244424125
RPL36	868	24	0.0568671760277243	0.713128169105545
FMN2	869	24	0.0569766901505483	0.713128169105545
MEI1	870	24	0.0569972561113111	0.713128169105545
CA9	871	11	0.0570041383036451	0.713128169105545
BASP1	872	24	0.0570890871617438	0.713128169105545
ST8SIA5	873	24	0.0570894902915306	0.713128169105545
HSH2D	874	24	0.05777548228567	0.720871435154728
FAM26F	875	24	0.0579436766711411	0.722143764684336
SORCS1	876	24	0.0582170233538877	0.724722191408841
